vessel_id,vessel_type,vessel_name,dwt,displacement,length_pp,beam,mcr_kw,speed_knots,draft_ratio,wave_height_m,wind_speed_kmh,wind_angle_deg,calm_power_kw,wave_power_kw,wind_power_kw,total_power_kw,engine_load_pct,sfoc_g_kwh,fuel_burn_mt_per_day,corridor
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.79,0.674,0.5,8.14,151.1,27171.4,6.2,-2.5,23100.0,105.0,185.11,102.623,Northern Red Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,13.72,0.975,0.33,9.29,145.6,19318.7,1.2,-1.3,14700.0,105.0,189.0,66.68,Strait of Hormuz
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,15.55,0.934,1.51,21.53,174.3,47751.9,50.3,-16.1,47786.2,82.39,165.59,189.907,Strait of Gibraltar
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.3,0.776,0.42,4.97,94.0,25804.6,8.6,-0.1,23100.0,105.0,194.27,107.704,Malacca Strait Central
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,12.33,0.764,2.81,39.93,112.8,12532.9,112.7,-11.0,12634.7,90.25,177.09,53.699,South China Sea
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,14.55,0.658,0.49,8.5,133.7,31541.9,7.8,-2.1,23100.0,105.0,186.86,103.594,Singapore Strait
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,14.18,0.839,0.59,13.27,2.9,19873.0,11.7,3.1,14700.0,105.0,195.85,69.094,Taiwan Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,15.92,0.744,0.54,5.36,144.5,46248.6,8.2,-0.8,46256.1,79.75,157.68,175.049,Southern Red Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,13.06,0.921,0.49,8.26,41.8,16208.0,6.9,0.9,14700.0,105.0,191.32,67.497,Goa Coast
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.79,0.944,0.63,15.61,96.2,29769.8,13.1,-0.7,18900.0,105.0,183.25,83.124,Ras Tanura Terminal
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,13.41,0.719,0.69,16.14,113.9,15682.0,7.4,-1.9,14700.0,105.0,186.99,65.971,Taiwan Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,14.85,0.915,1.67,36.21,153.8,41187.4,66.9,-41.0,41213.4,71.06,166.4,164.587,Cape Comorin
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.4,0.794,0.39,3.63,112.7,24829.8,2.7,-0.1,14700.0,105.0,188.4,66.467,Malta Channel
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,14.86,0.871,1.45,27.93,49.0,23246.1,65.7,9.1,14700.0,105.0,186.36,65.749,Cape Comorin
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,20.54,0.888,0.63,14.14,165.4,107466.9,11.9,-6.7,60900.0,105.0,182.41,266.603,Ras Tanura Terminal
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,11.78,0.665,0.37,10.3,42.3,16847.2,8.9,3.4,16859.4,76.63,171.11,69.235,Northern Red Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,16.13,0.908,1.58,36.62,83.7,37920.8,103.4,4.1,18900.0,105.0,191.81,87.007,Bab-el-Mandeb Strait
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.85,0.899,1.63,36.36,160.5,62609.1,116.6,-89.1,33600.0,105.0,182.04,146.796,Sri Lanka Dondra Head
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.0,0.66,3.45,62.99,92.0,37736.6,1038.3,-9.8,33600.0,105.0,185.66,149.719,English Channel East
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.9,0.844,0.94,15.45,83.3,32736.1,77.6,2.0,32815.7,102.55,184.54,145.337,Gulf of Oman
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.82,0.825,0.5,10.94,171.7,59838.6,10.4,-8.5,33600.0,105.0,185.29,149.421,Cape Finisterre Atlantic
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.53,0.687,0.44,5.79,99.7,15722.6,5.2,-0.2,15727.7,87.38,171.66,64.796,Western Mediterranean
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,16.93,0.674,1.45,28.54,118.5,50254.1,98.3,-16.6,23100.0,105.0,187.54,103.973,Strait of Gibraltar
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,13.35,0.802,1.76,47.29,54.3,16251.2,84.8,23.2,14700.0,105.0,190.56,67.229,Central Arabian Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,10.55,0.679,1.35,32.69,148.2,7460.3,14.2,-16.1,7458.4,53.27,188.24,33.695,Cape Comorin
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,14.0,0.849,0.45,6.57,179.4,31368.2,4.3,-1.8,23100.0,105.0,186.45,103.367,Goa Coast
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.52,0.793,1.54,30.34,44.6,41466.4,200.6,28.0,23100.0,105.0,189.1,104.836,Sri Lanka Dondra Head
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.05,0.664,0.92,15.56,45.2,46993.0,115.1,12.2,33600.0,105.0,186.93,150.74,Gulf of Oman
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,16.77,0.664,3.31,51.12,76.8,51523.7,732.5,20.7,52277.0,90.13,164.67,206.605,South China Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.55,0.666,1.1,31.61,109.6,23722.3,22.5,-6.0,14700.0,105.0,193.18,68.153,Gulf of Suez
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,11.77,0.714,0.92,23.03,30.1,17259.3,57.8,19.6,17336.7,78.8,171.34,71.291,Gulf of Oman
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,14.03,0.766,1.56,30.41,155.0,30130.5,59.7,-35.8,23100.0,105.0,193.76,107.418,Cape Comorin
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,11.29,0.749,0.8,21.38,58.9,20866.6,60.3,16.9,20943.7,65.45,173.63,87.273,Gulf of Oman
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,21.35,0.958,1.08,21.23,159.0,125268.6,38.2,-14.6,60900.0,105.0,181.55,265.347,Gulf of Suez
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.52,1.0,0.36,7.18,110.0,61880.5,10.2,-1.3,33600.0,105.0,186.1,150.074,Southern Red Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,19.92,0.685,1.61,33.54,20.5,87465.8,282.0,36.7,60900.0,105.0,186.54,272.641,Bab-el-Mandeb Strait
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,16.14,0.747,1.14,29.68,140.0,45398.7,43.6,-28.8,23100.0,105.0,187.59,103.999,Strait of Gibraltar
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,11.02,0.739,0.4,10.74,4.4,11023.7,6.7,3.2,11033.6,61.3,175.88,46.575,Northern Red Sea
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,11.74,0.962,0.37,4.26,135.2,19649.4,3.5,-0.6,19652.3,89.33,171.47,80.874,Western Mediterranean
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,14.83,0.906,1.13,28.45,128.7,40813.1,41.7,-17.6,40837.2,70.41,169.45,166.077,Bay of Biscay
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,13.6,0.735,2.37,40.54,95.5,36188.8,459.6,-11.2,33600.0,105.0,185.04,149.218,Eastern Mediterranean
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.1,0.776,2.05,26.26,164.0,26054.7,137.5,-47.4,26144.7,81.7,167.6,105.163,Sri Lanka Dondra Head
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,16.23,0.905,0.66,15.4,50.6,38571.7,23.3,4.1,18900.0,105.0,189.66,86.032,Taiwan Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.75,0.824,0.72,18.1,96.0,66955.6,30.5,-1.2,60900.0,105.0,184.76,270.043,Taiwan Strait
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.49,0.927,2.12,45.79,124.6,27766.8,103.4,-32.8,18900.0,105.0,187.24,84.933,Bab-el-Mandeb Strait
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.85,0.997,1.36,32.25,137.7,32824.6,55.1,-32.9,23100.0,105.0,184.23,102.138,Strait of Gibraltar
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.13,0.712,1.95,35.98,156.8,28074.9,62.2,-32.9,18900.0,105.0,184.57,83.721,Bab-el-Mandeb Strait
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,16.34,0.827,0.78,20.65,39.3,49230.5,55.8,14.1,23100.0,105.0,185.17,102.66,Gulf of Oman
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.52,0.74,0.39,7.54,178.5,53914.9,5.9,-4.1,33600.0,105.0,184.25,148.576,Shanghai Wusong
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.95,0.851,0.53,12.11,117.8,31085.9,10.8,-2.9,23100.0,105.0,186.33,103.3,Cape Finisterre Atlantic
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.43,0.891,0.46,12.33,66.5,30092.1,20.6,4.3,30117.1,94.12,171.17,123.721,Ras Tanura Terminal
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.22,0.823,0.43,4.82,23.0,24356.4,6.7,0.4,14700.0,105.0,186.27,65.716,Malacca Strait Central
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,13.83,0.912,0.39,5.77,42.3,33243.5,10.6,0.9,33255.0,57.34,176.91,141.192,Western Mediterranean
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,11.82,0.988,0.57,15.03,36.5,12433.9,8.5,3.2,12445.7,88.9,173.02,51.679,Ras Tanura Terminal
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,16.6,0.71,0.36,5.4,90.8,37079.2,5.2,-0.0,18900.0,105.0,190.65,86.479,Western Mediterranean
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,14.31,0.708,1.96,33.31,73.9,18974.2,97.0,5.5,14700.0,105.0,191.09,67.415,Cape Comorin
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.21,0.767,0.95,24.57,84.4,25191.2,48.8,2.5,23100.0,105.0,190.27,105.487,Strait of Gibraltar
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,19.49,0.852,2.03,26.61,18.6,90107.0,443.4,23.4,60900.0,105.0,187.86,274.572,Suez Canal Transit
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,14.7,0.781,2.89,44.3,61.8,37172.7,553.5,32.3,37758.4,65.1,167.19,151.512,English Channel East
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.59,0.742,0.77,13.68,61.3,44838.8,71.7,6.4,33600.0,105.0,186.11,150.075,Taiwan Strait
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.31,0.658,0.53,7.05,98.4,40227.4,23.4,-0.5,33600.0,105.0,191.08,154.09,Goa Coast
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,17.39,0.734,0.66,14.13,144.9,43239.5,9.3,-4.5,18900.0,105.0,188.0,85.279,Taiwan Strait
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,10.97,0.813,2.41,43.21,93.3,9072.8,93.2,-1.9,9164.1,65.46,174.35,38.347,Central Arabian Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.78,0.799,3.13,53.07,41.0,26796.2,340.3,37.8,14700.0,105.0,197.06,69.521,English Channel East
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,16.08,0.909,3.79,44.67,123.6,49045.0,592.9,-47.1,23100.0,105.0,190.82,105.789,South China Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.22,0.982,1.65,25.01,144.4,26469.3,31.9,-9.0,14700.0,105.0,190.62,67.25,Sri Lanka Dondra Head
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,16.22,0.987,0.98,24.91,167.8,40155.5,15.6,-16.7,18900.0,105.0,189.03,85.744,Rotterdam Approaches
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,10.64,0.722,3.17,40.35,86.8,12820.6,425.0,3.9,13249.5,60.22,176.93,56.261,South China Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,13.93,0.652,0.35,6.8,60.2,36997.1,14.4,1.6,33600.0,105.0,186.4,150.314,Shanghai Wusong
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.8,0.779,3.17,49.42,29.5,31955.6,387.2,37.7,14700.0,105.0,189.95,67.014,English Channel East
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.14,0.786,1.4,24.22,57.8,41836.0,232.2,22.3,33600.0,105.0,187.62,151.294,Rotterdam Approaches
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,11.08,0.957,1.85,34.23,170.5,10077.2,23.4,-20.5,10080.1,72.0,171.89,41.585,Suez Canal Transit
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,16.55,0.826,2.11,32.01,87.4,51172.3,289.8,2.0,23100.0,105.0,186.95,103.644,Sri Lanka Dondra Head
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.77,0.974,1.15,25.0,29.4,34032.0,165.0,39.0,33600.0,105.0,187.29,151.03,Strait of Gibraltar
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,12.87,0.693,4.47,57.57,132.1,22318.9,591.2,-94.9,22815.3,103.71,188.15,103.024,English Channel East
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.04,0.743,2.35,47.02,40.3,39961.9,723.2,120.7,33600.0,105.0,190.39,153.528,Central Arabian Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.28,0.694,0.4,5.71,177.1,25964.5,5.0,-2.3,25967.1,81.15,168.93,105.28,Shanghai Wusong
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.52,0.679,0.44,5.95,88.1,25659.3,10.3,0.1,23100.0,105.0,186.22,103.242,Malacca Strait Central
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,13.58,0.775,1.95,37.69,19.4,16823.7,121.5,23.8,14700.0,105.0,193.86,68.394,Central Arabian Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,11.23,0.8,1.54,45.82,56.4,12070.6,85.1,32.0,12187.8,67.71,176.3,51.569,Bab-el-Mandeb Strait
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,11.01,0.836,2.13,44.93,179.7,15144.4,76.6,-86.2,15134.8,68.79,168.02,61.029,Bab-el-Mandeb Strait
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,13.04,0.764,0.91,21.61,106.5,18535.9,21.5,-3.7,18553.7,103.08,186.33,82.969,Laccadive Sea / Arabian Basin
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,21.17,0.835,0.45,5.93,172.4,114329.4,6.2,-1.2,60900.0,105.0,186.7,272.886,Southern Red Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.51,0.722,3.43,38.08,136.7,53225.0,654.7,-75.5,33600.0,105.0,184.68,148.925,South China Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,18.25,0.988,0.62,20.9,57.0,79345.3,32.2,8.3,60900.0,105.0,183.82,268.672,Taiwan Strait
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.78,0.809,3.05,44.15,86.3,27666.9,343.9,3.5,18900.0,105.0,187.97,85.265,South China Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,15.93,0.901,0.71,12.08,174.3,50465.7,11.5,-5.1,50472.1,87.02,167.67,203.106,Ras Tanura Terminal
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.87,0.984,0.93,13.7,101.3,65655.3,76.6,-2.6,33600.0,105.0,191.9,154.744,Taiwan Strait
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,12.89,0.956,3.72,51.66,112.5,15855.3,207.6,-18.2,14700.0,105.0,187.27,66.069,English Channel East
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,17.48,0.783,0.38,7.8,34.7,58873.5,14.5,2.1,23100.0,105.0,183.58,101.776,Southern Red Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.29,0.653,1.04,16.99,13.6,14528.2,50.8,7.7,14586.8,81.04,172.67,60.45,Gulf of Oman
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.29,0.829,0.54,7.44,9.2,24772.6,10.7,1.0,14700.0,105.0,190.81,67.317,Shanghai Wusong
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,15.31,0.802,0.49,7.67,19.5,42496.4,20.2,1.9,42518.5,73.31,164.01,167.365,Goa Coast
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,11.24,0.746,0.33,12.78,9.5,9388.1,3.0,2.9,9394.0,67.1,174.16,39.266,Strait of Hormuz
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.12,0.82,0.62,14.73,118.8,24266.0,9.4,-2.9,18900.0,105.0,189.27,85.851,Taiwan Strait
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.73,0.688,1.91,48.3,63.5,27022.6,243.7,44.4,23100.0,105.0,186.97,103.656,Eastern Mediterranean
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,10.97,0.817,0.47,5.1,162.6,14845.9,4.1,-1.1,14848.9,67.49,175.41,62.51,Shanghai Wusong
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,13.75,0.889,0.99,17.44,137.2,32260.5,26.3,-7.8,32279.1,55.65,176.94,137.072,Gulf of Oman
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,12.74,0.769,0.44,3.78,10.1,13850.9,5.8,0.2,13857.0,98.98,182.84,60.806,Western Mediterranean
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.0,0.811,0.33,9.63,92.3,25892.4,8.0,-0.3,25900.2,80.94,163.85,101.853,Singapore Strait
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,10.86,0.781,1.96,36.87,25.7,10805.8,154.6,33.8,10994.2,61.08,177.06,46.721,Central Arabian Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.93,0.786,2.17,34.4,66.9,32842.5,149.3,8.2,14700.0,105.0,193.15,68.143,Suez Canal Transit
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,10.61,0.999,3.48,54.11,47.0,11292.6,436.9,55.1,11784.6,65.47,173.52,49.075,South China Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.38,0.788,0.51,5.91,55.5,16084.8,10.5,0.5,16095.9,89.42,173.39,66.981,Western Mediterranean
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,13.74,0.884,0.42,5.63,145.3,40456.8,8.0,-1.9,33600.0,105.0,181.17,146.097,Goa Coast
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.81,0.677,2.86,40.32,1.6,25803.6,465.6,44.8,18900.0,105.0,191.92,87.056,Central Arabian Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,16.59,0.948,0.38,5.32,8.8,42148.0,9.2,0.8,18900.0,105.0,190.27,86.308,Southern Red Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,11.6,0.71,2.3,42.3,64.8,22084.9,489.4,54.4,22628.7,70.71,172.04,93.432,Bab-el-Mandeb Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,18.46,0.868,2.74,44.55,37.0,77179.5,718.3,55.2,60900.0,105.0,180.44,263.728,Central Arabian Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.91,0.858,1.18,18.74,116.0,35443.4,39.6,-4.2,18900.0,105.0,188.2,85.37,Bay of Biscay
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.76,0.965,1.29,19.57,101.9,52286.0,137.0,-5.7,33600.0,105.0,188.17,151.744,Rotterdam Approaches
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,12.11,0.951,3.63,63.83,177.8,21433.6,245.3,-173.9,21505.0,97.75,180.67,93.248,English Channel East
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,17.23,0.814,0.42,4.15,164.5,43963.9,3.1,-0.5,18900.0,105.0,185.67,84.22,Malta Channel
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,11.24,0.939,0.73,13.59,19.6,22833.3,59.0,12.4,22904.8,71.58,171.44,94.242,JNPT Mumbai Approaches
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.95,0.756,1.96,30.3,59.5,66710.4,317.1,16.2,60900.0,105.0,192.75,281.729,Cape Comorin
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.88,0.942,1.54,26.38,25.9,30276.6,131.2,17.3,18900.0,105.0,187.7,85.142,Gulf of Suez
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,11.54,0.981,1.31,29.61,90.7,25223.9,124.5,-0.7,25347.6,79.21,168.55,102.537,Rotterdam Approaches
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.0,0.723,0.49,7.54,26.6,24663.2,27.8,3.6,24694.7,77.17,171.28,101.515,Malacca Strait Central
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.23,0.669,0.93,15.64,149.8,48842.5,40.1,-15.1,33600.0,105.0,187.99,151.598,Gulf of Oman
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,17.22,0.666,0.65,18.13,80.5,32203.8,12.2,1.0,14700.0,105.0,191.02,67.391,Taiwan Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,16.69,0.871,0.47,10.3,105.9,57152.7,10.8,-1.0,57162.5,98.56,175.83,241.227,Strait of Hormuz
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,14.23,0.955,3.44,42.33,161.9,21333.3,109.5,-30.3,14700.0,105.0,186.6,65.833,South China Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.8,0.759,1.36,25.12,10.1,27031.7,104.9,17.1,18900.0,105.0,184.18,83.543,Strait of Gibraltar
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.61,0.684,0.42,10.71,8.9,24860.1,9.8,3.1,18900.0,105.0,186.43,84.565,Strait of Hormuz
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,20.61,0.801,0.5,7.31,141.4,103550.3,9.8,-1.5,60900.0,105.0,183.11,267.637,Singapore Strait
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.59,0.804,0.54,9.56,26.1,26559.5,15.6,2.3,18900.0,105.0,187.49,85.045,Strait of Hormuz
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.52,0.989,2.54,37.04,93.7,35207.5,232.4,-2.4,18900.0,105.0,191.69,86.953,Bab-el-Mandeb Strait
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.12,0.938,0.4,6.97,37.7,31725.4,8.5,1.1,18900.0,105.0,188.35,85.438,Singapore Strait
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,16.71,0.716,2.84,42.16,55.9,37941.8,434.1,27.5,18900.0,105.0,187.88,85.222,South China Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.22,0.836,1.16,26.96,97.1,61584.9,75.5,-3.1,60900.0,105.0,180.4,263.67,Strait of Gibraltar
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,20.29,0.729,0.45,4.68,102.6,94913.7,12.7,-0.2,60900.0,105.0,181.22,264.878,Western Mediterranean
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.28,0.909,2.49,46.59,59.3,29280.3,633.8,79.2,29993.3,93.73,175.89,126.611,Eastern Mediterranean
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,10.84,0.741,0.52,12.64,25.9,8410.6,6.8,2.6,8420.0,60.14,177.79,35.929,Strait of Hormuz
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,14.01,0.963,1.16,29.99,168.5,20424.3,11.8,-15.7,14700.0,105.0,187.63,66.196,Gulf of Suez
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,13.85,0.98,0.62,10.42,17.4,24908.9,20.2,2.9,18900.0,105.0,184.36,83.627,Cape Finisterre Atlantic
